"id","species","file_path","retired_id","agreement_confidence","site","easting","northing","dist2centerofcity","avg_housing_density_1k_buffer","avg_imperv_surface_1k_buffer","season","locations","date_time"
"1011","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (962).JPG","3745960",0.903225806451613,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/6c1bb7e8-d983-40e8-bf06-76740445ff4b.jpeg""}","2014-10-26 09:29:05 -0500"
"10114","DGDMSTC","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (477).JPG","3755063",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/d67f414e-8366-4a65-8ee3-22990b63aa0e.jpeg""}","2014-10-16 17:28:44 -0500"
"1012","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (963).JPG","3745961",0.857142857142857,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/e7e67c00-c0c3-47e5-bc88-5833011df537.jpeg""}","2014-10-26 09:41:55 -0500"
"10123","DGDMSTC","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (485).JPG","3755072",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/739f318a-7cea-4139-a123-bc691a06c14a.jpeg""}","2014-10-16 17:57:00 -0500"
"10134","DGDMSTC","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (495).JPG","3755083",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a9c19d20-f8e3-443e-aa11-ebb7a75be21a.jpeg""}","2014-10-16 22:09:20 -0500"
"10136","DGDMSTC","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (497).JPG","3755085",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f83a924f-974e-481b-bce8-cd62f8f8b3ed.jpeg""}","2014-10-17 07:17:46 -0500"
"1014","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (965).JPG","3745963",0.5,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/e59e7908-4a5e-4788-93bc-b47a1b64fecc.jpeg""}","2014-10-26 09:50:05 -0500"
"1015","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (966).JPG","3745964",0.64,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/4cacc800-baff-4bd0-9b34-41019341bc9a.jpeg""}","2014-10-26 09:50:59 -0500"
"1016","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (967).JPG","3745965",0.857142857142857,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/377ac1e4-93da-4062-979a-d8ebf50316bf.jpeg""}","2014-10-26 09:53:44 -0500"
"10164","DGDMSTC","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (521).JPG","3755113",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/fd1b47a8-2d76-4f5c-add1-80430e4352f0.jpeg""}","2014-10-17 11:54:08 -0500"
"10165","DGDMSTC","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (522).JPG","3755114",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/beba934a-8613-4c4a-aa24-2bb4401b8a03.jpeg""}","2014-10-17 11:55:08 -0500"
"1017","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (968).JPG","3745966",0.857142857142857,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/e3cad138-7f0f-4c41-bef2-83bb9039e017.jpeg""}","2014-10-26 10:10:26 -0500"
"1019","SQRRLFX","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (97).JPG","3745968",1,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/c2b752ba-5c93-4073-91a6-78b7c4a6eb20.jpeg""}","2014-10-06 09:14:16 -0500"
"102","SQRRLFX","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (143).JPG","3745051",0.857142857142857,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/478be8bb-1b79-496f-8457-eea99637b014.jpeg""}","2014-10-07 14:23:36 -0500"
"10200","DGDMSTC","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (554).JPG","3755149",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/13281ce8-2f94-4f73-bda5-e47619cee41f.jpeg""}","2014-10-18 07:19:49 -0500"
"1021","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (971).JPG","3745970",1,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/69f4157f-8f0f-47e9-923e-21ba78db1fa9.jpeg""}","2014-10-26 12:18:44 -0500"
"1022","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (972).JPG","3745971",0.714285714285714,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/3b073e9c-3f78-4bf9-b95a-2150b143d043.jpeg""}","2014-10-26 12:50:22 -0500"
"10231","BRD","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (582).JPG","3755180",0.5,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/e2e48916-065f-46b9-b764-899d747616eb.jpeg""}","2014-10-18 12:22:46 -0500"
"10238","DGDMSTC","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (589).JPG","3755187",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/44e18714-003e-4518-9273-1c31b7fa66bc.jpeg""}","2014-10-18 13:11:41 -0500"
"1024","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (974).JPG","3745973",1,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/900b64ba-92f3-4ace-9d99-5c2f6b415972.jpeg""}","2014-10-26 13:43:19 -0500"
"1025","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (975).JPG","3745974",0.428571428571429,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/4c0392e7-35e4-40a7-80ca-f42a4756d7d0.jpeg""}","2014-10-26 13:52:50 -0500"
"1026","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (976).JPG","3745975",1,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/e725c469-779b-4026-880d-7252cc894d1a.jpeg""}","2014-10-26 14:29:10 -0500"
"10264","DGDMSTC","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (611).JPG","3755213",0,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/c1b3012c-6621-4d0f-b848-35843d5c8327.jpeg""}","2014-10-19 07:19:36 -0500"
"10267","DGDMSTC","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (614).JPG","3755216",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/816cf3f7-d0f7-4ef5-8213-67f3c954e7e2.jpeg""}","2014-10-19 12:00:53 -0500"
"1027","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (977).JPG","3745976",0.857142857142857,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/665f3418-3349-414e-aacd-81f02374715b.jpeg""}","2014-10-26 15:20:21 -0500"
"10272","DGDMSTC","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (619).JPG","3755221",0.857142857142857,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/4c91183d-7b48-48d7-a448-960e86c74ae8.jpeg""}","2014-10-19 18:02:38 -0500"
"1028","SQRRLFX","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (978).JPG","3745977",0.571428571428571,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ba5abe3e-d8a1-4382-8867-9a01aece9f5f.jpeg""}","2014-10-26 15:36:34 -0500"
"10283","DGDMSTC","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (629).JPG","3755232",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ec0209d6-4c0d-4dbf-b567-2d4139329b48.jpeg""}","2014-10-19 21:05:24 -0500"
"10287","MWR","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (632).JPG","3755236",0.5,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/32b36f92-7230-4acb-b845-0f53d0bd6ea0.jpeg""}","2014-10-20 08:06:49 -0500"
"10288","MWR","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (633).JPG","3755237",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/0d8a4b7f-7b52-4018-ba69-9be802e297d5.jpeg""}","2014-10-20 08:13:25 -0500"
"10294","DGDMSTC","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (639).JPG","3755243",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/1ff0037c-281d-406c-afd5-7ceb40edc4dd.jpeg""}","2014-10-20 08:36:40 -0500"
"1030","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (98).JPG","3745979",1,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/46560f61-b6f2-4824-ab13-7a9035d00899.jpeg""}","2014-10-06 09:43:21 -0500"
"1031","SQRRLFX","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (980).JPG","3745980",0.428571428571429,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/d89545aa-ccb5-47f3-ac49-4d6664d10ba0.jpeg""}","2014-10-26 16:44:15 -0500"
"10319","CTDMSTC","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (661).JPG","3755268",0,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/e906a1da-9c4e-4844-b937-275aa53050dc.jpeg""}","2014-10-21 19:26:56 -0500"
"1032","SQRRLFX","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (981).JPG","3745981",0.4,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/0eecba5a-9b14-41c7-a618-7ad42fe97735.jpeg""}","2014-10-26 16:57:45 -0500"
"10324","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (666).JPG","3755273",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/213a56c8-7e1b-4e50-b9e9-d4020a9fdab7.jpeg""}","2014-10-22 08:11:41 -0500"
"10332","SKNK","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (673).JPG","3755281",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/e5024e9e-ec69-4f71-b816-2213246035a6.jpeg""}","2014-10-23 03:21:23 -0500"
"1034","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (983).JPG","3745983",0.571428571428571,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/71ac6ba7-98cf-4582-9080-699d20f09454.jpeg""}","2014-10-27 08:24:02 -0500"
"1035","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (984).JPG","3745984",0.857142857142857,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f56794eb-00dd-41f8-ab46-a863cc7f8df2.jpeg""}","2014-10-27 08:41:25 -0500"
"1037","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (986).JPG","3745986",0.857142857142857,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/c7f83c1d-f073-41f2-8165-31f722766a69.jpeg""}","2014-10-27 11:08:07 -0500"
"10380","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (716).JPG","3755329",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/70e73971-0be7-4be6-9e3d-de4fde4b9be4.jpeg""}","2014-10-25 11:30:21 -0500"
"10388","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (723).JPG","3755337",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f3c92e2a-60b2-455c-adcc-5ce997542b0e.jpeg""}","2014-10-26 12:59:56 -0500"
"1039","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (988).JPG","3745988",0.857142857142857,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a64e75ae-d8fb-4d48-b4f3-c71c62bf2b1d.jpeg""}","2014-10-27 11:25:50 -0500"
"10401","CTDMSTC","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (81).JPG","3755350",1,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/b6dc737c-26a5-45ff-84ec-345617cdc134.jpeg""}","2014-10-02 23:14:33 -0500"
"10415","RBBT","Z:/TransectTrailCamPics/FA14/DPT/D05-BRP1/D05-BRP1-FA14 (94).JPG","3755364",0.857142857142857,"D05-BRP1",433167,4651141,20520.797368,463.806283,24.601831,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/4d4bbb68-30a8-4377-9d10-2972829c02dc.jpeg""}","2014-10-04 06:13:09 -0500"
"1042","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (990).JPG","3745991",1,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7bc06173-ba60-419c-a3ba-b3e7f64f30d0.jpeg""}","2014-10-27 12:22:36 -0500"
"10422","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D05-MIA1/D05-MIA1-FA14 (10).JPG","3755371",0.714285714285714,"D05-MIA1",434129,4652772,21044.832753,37.161616,50.629905,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/46e4ecb9-ce0e-4398-aeb9-3490060e7570.jpeg""}","2014-10-02 08:57:29 -0500"
"10423","DR","Z:/TransectTrailCamPics/FA14/DPT/D05-MIA1/D05-MIA1-FA14 (11).JPG","3755372",1,"D05-MIA1",434129,4652772,21044.832753,37.161616,50.629905,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/6a4bcec8-702b-435e-b31c-60fffd649538.jpeg""}","2014-10-02 16:04:57 -0500"
"10424","DR","Z:/TransectTrailCamPics/FA14/DPT/D05-MIA1/D05-MIA1-FA14 (12).JPG","3755373",1,"D05-MIA1",434129,4652772,21044.832753,37.161616,50.629905,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/59fcb50e-323e-45e0-be50-4be8771ea7d8.jpeg""}","2014-10-02 16:05:25 -0500"
"10425","RCCN","Z:/TransectTrailCamPics/FA14/DPT/D05-MIA1/D05-MIA1-FA14 (13).JPG","3755374",1,"D05-MIA1",434129,4652772,21044.832753,37.161616,50.629905,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/8555ed3c-ec03-490d-9657-7eee4797199b.jpeg""}","2014-10-04 01:37:05 -0500"
"10426","DR","Z:/TransectTrailCamPics/FA14/DPT/D05-MIA1/D05-MIA1-FA14 (14).JPG","3755375",1,"D05-MIA1",434129,4652772,21044.832753,37.161616,50.629905,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/039513c7-8b99-4d6f-84b1-e366756416eb.jpeg""}","2014-10-04 02:08:21 -0500"
"10427","PSSM","Z:/TransectTrailCamPics/FA14/DPT/D05-MIA1/D05-MIA1-FA14 (15).JPG","3755376",1,"D05-MIA1",434129,4652772,21044.832753,37.161616,50.629905,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/52634977-ae48-4277-a7cc-e5119207850f.jpeg""}","2014-10-04 02:33:32 -0500"
"10430","DR","Z:/TransectTrailCamPics/FA14/DPT/D05-MIA1/D05-MIA1-FA14 (18).JPG","3755379",1,"D05-MIA1",434129,4652772,21044.832753,37.161616,50.629905,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/aee2faa7-7702-4b70-b812-63966bd4ae32.jpeg""}","2014-10-04 13:08:27 -0500"
"10435","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D05-MIA1/D05-MIA1-FA14 (22).JPG","3755384",0.857142857142857,"D05-MIA1",434129,4652772,21044.832753,37.161616,50.629905,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/79324f73-c638-4ee9-a39f-72e2e62898e6.jpeg""}","2014-10-05 11:02:22 -0500"
"10436","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D05-MIA1/D05-MIA1-FA14 (23).JPG","3755385",0.714285714285714,"D05-MIA1",434129,4652772,21044.832753,37.161616,50.629905,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/fc231bb4-6f47-48f9-9aa4-bce9f799e7bf.jpeg""}","2014-10-05 12:45:40 -0500"
"10437","CT","Z:/TransectTrailCamPics/FA14/DPT/D05-MIA1/D05-MIA1-FA14 (24).JPG","3755386",0.333333333333333,"D05-MIA1",434129,4652772,21044.832753,37.161616,50.629905,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f7f08dbe-7e79-41ba-9b77-722ab19b14db.jpeg""}","2014-10-05 19:12:16 -0500"
"1044","SQRRLGR","Z:/TransectTrailCamPics/FA14/DPT/D02-HUP1/D02-HUP1-FA14 (992).JPG","3745993",0.75,"D02-HUP1",441984,4639557,6507.962502,476.791682,28.489348,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/71319485-6983-40f4-9960-ff08e493a3d5.jpeg""}","2014-10-27 12:27:39 -0500"
"10440","DR","Z:/TransectTrailCamPics/FA14/DPT/D05-MIA1/D05-MIA1-FA14 (27).JPG","3755389",1,"D05-MIA1",434129,4652772,21044.832753,37.161616,50.629905,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/66fd2e93-5b3e-4877-818c-79096a4d7564.jpeg""}","2014-10-06 18:03:19 -0500"
"10442","RCCN","Z:/TransectTrailCamPics/FA14/DPT/D05-MIA1/D05-MIA1-FA14 (29).JPG","3755391",0.857142857142857,"D05-MIA1",434129,4652772,21044.832753,37.161616,50.629905,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/8d898569-2fa8-481c-a46b-773cc18e1cf2.jpeg""}","2014-10-06 22:14:47 -0500"
"10446","RCCN","Z:/TransectTrailCamPics/FA14/DPT/D05-MIA1/D05-MIA1-FA14 (32).JPG","3755395",0.666666666666667,"D05-MIA1",434129,4652772,21044.832753,37.161616,50.629905,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/048449d3-61f9-4497-8622-600b3e88758d.jpeg""}","2014-10-09 04:57:48 -0500"
"10447","RCCN","Z:/TransectTrailCamPics/FA14/DPT/D05-MIA1/D05-MIA1-FA14 (33).JPG","3755396",1,"D05-MIA1",434129,4652772,21044.832753,37.161616,50.629905,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/6cbc5361-423b-4664-b4eb-501c8729630b.jpeg""}","2014-10-09 20:46:01 -0500"
"10448","RCCN","Z:/TransectTrailCamPics/FA14/DPT/D05-MIA1/D05-MIA1-FA14 (34).JPG","3755397",1,"D05-MIA1",434129,4652772,21044.832753,37.161616,50.629905,"FA14","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a5fa792c-416e-40c5-aeef-f5c31ce2e70a.jpeg""}","2014-10-10 03:47:11 -0500"
